,fl_date,mkt_carrier,mkt_carrier_fl_num,origin,dest,predicted_delay
2587,2020-01-01,UA,303,DEN,LGA,4.005351014836032
2588,2020-01-01,AA,307,MCO,LGA,5.510018655858576
2589,2020-01-01,AA,1210,MCO,LGA,8.30940053084552
2590,2020-01-01,NK,422,MCO,LGA,5.470245166868186
2591,2020-01-01,DL,925,MCO,LGA,6.124632656082379
2592,2020-01-01,DL,1097,MCO,LGA,6.435997169127811
2595,2020-01-01,DL,1514,MCO,LGA,8.057781266143458
2597,2020-01-01,DL,1603,MCO,LGA,6.320503372402035
2599,2020-01-01,DL,1950,MCO,LGA,4.442625696865272
2600,2020-01-01,DL,2181,MCO,LGA,4.820907238428978
2602,2020-01-01,B6,1198,MCO,LGA,-0.3969598255268241
2606,2020-01-01,F9,1110,MCO,LGA,-0.3657821833809994
2607,2020-01-01,B6,398,MCO,LGA,0.17509476350627357
2610,2020-01-01,B6,698,MCO,LGA,-0.038750079560707765
2611,2020-01-01,DL,2276,MCO,LGA,4.214150157570135
2980,2020-01-01,AA,96,PHX,CLT,18.587251696201736
2981,2020-01-01,AA,727,PHX,CLT,18.42298451934265
2982,2020-01-01,AA,1148,PHX,CLT,7.828208511845584
2983,2020-01-01,AA,599,PHX,CLT,3.713292354842242
2984,2020-01-01,AA,1696,PHX,CLT,53.98119478947854
2985,2020-01-01,AA,498,PHX,CLT,54.84487531060525
2986,2020-01-01,AA,507,PHX,CLT,4.469224458385413
2987,2020-01-01,AA,567,PHX,CLT,50.86947587765555
3045,2020-01-01,AA,766,SEA,CLT,0.08718917429239344
3046,2020-01-01,AA,2062,SEA,CLT,-1.3214812633176214
3047,2020-01-01,AA,600,SEA,CLT,5.723802133486393
3048,2020-01-01,AA,785,SFO,CLT,4.981249877822661
3049,2020-01-01,AA,1494,SFO,CLT,1.647938704805733
3050,2020-01-01,AA,1956,SFO,CLT,1.7940762182092231
3051,2020-01-01,AA,1960,SFO,CLT,1.989788624385681
3052,2020-01-01,AA,1783,SFO,CLT,7.789003675521644
3074,2020-01-01,AA,54,ORD,CLT,1.0499393522035692
3075,2020-01-01,AA,2857,ORD,CLT,8.53680853213818
3076,2020-01-01,AA,2938,ORD,CLT,3.8679826447388566
3077,2020-01-01,AA,1030,ORD,CLT,4.985139564644542
3078,2020-01-01,UA,5544,ORD,CLT,-1.8771937270628982
3079,2020-01-01,AA,379,ORD,CLT,4.652537846738008
3080,2020-01-01,AA,2052,ORD,CLT,2.1310926783190856
3081,2020-01-01,UA,3418,ORD,CLT,-4.82838418612958
3082,2020-01-01,UA,3579,ORD,CLT,-0.864922177100861
3083,2020-01-01,UA,3680,ORD,CLT,-2.2759677755824788
3087,2020-01-01,AA,1676,ORD,CLT,3.673766440481838
3088,2020-01-01,AA,2676,ORD,CLT,2.112236040929549
3089,2020-01-01,AA,483,ORD,CLT,-0.12370413045247133
3090,2020-01-01,UA,896,ORD,CLT,2.8774624387605146
3092,2020-01-01,DL,5913,LGA,CLT,-3.2823916984442354
3093,2020-01-01,DL,5936,LGA,CLT,-1.6882254004785844
3094,2020-01-01,DL,6047,LGA,CLT,-0.780690062753798
3096,2020-01-01,AA,1377,LGA,CLT,1.8651368243185444
3097,2020-01-01,AA,1431,LGA,CLT,0.09919133689646065
3099,2020-01-01,AA,1500,LGA,CLT,0.06637043717896508
3100,2020-01-01,AA,2036,LGA,CLT,5.90594953756853
3101,2020-01-01,AA,2039,LGA,CLT,0.20609200133910657
3102,2020-01-01,AA,1063,LGA,CLT,3.5136646259157795
3103,2020-01-01,AA,598,LGA,CLT,0.41889305992963927
3104,2020-01-01,AA,628,LGA,CLT,1.415196106390013
3105,2020-01-01,AA,1722,LGA,CLT,0.10915166994513563
3106,2020-01-01,AA,1782,LGA,CLT,0.9828245391571373
3117,2020-01-01,UA,6132,IAH,CLT,1.0703431424562637
3118,2020-01-01,UA,6245,IAH,CLT,7.840953756544267
3119,2020-01-01,UA,6340,IAH,CLT,5.471573278916106
3120,2020-01-01,AA,5204,IAH,CLT,-3.321087255215123
3121,2020-01-01,AA,337,IAH,CLT,3.6307550722061013
3122,2020-01-01,AA,2011,IAH,CLT,0.31512748744523267
3123,2020-01-01,UA,3729,IAH,CLT,-2.2979229984963543
3125,2020-01-01,AA,620,IAH,CLT,1.5125501463744857
3126,2020-01-01,AA,1661,IAH,CLT,0.20533653179965747
3127,2020-01-01,AA,1804,IAH,CLT,2.7529615621016035
3214,2020-01-01,AA,5026,ATL,CLT,-2.5865026340427137
3215,2020-01-01,AA,65,ATL,CLT,4.719826579381516
3216,2020-01-01,AA,799,ATL,CLT,1.4082449924720768
3217,2020-01-01,AA,5216,ATL,CLT,-4.09817564894216
3218,2020-01-01,AA,5354,ATL,CLT,-3.572879322553863
3219,2020-01-01,DL,1416,ATL,CLT,3.4872164193730573
3220,2020-01-01,DL,1444,ATL,CLT,4.1989633482656945
3221,2020-01-01,DL,1684,ATL,CLT,3.2084920728608095
3222,2020-01-01,AA,1643,ATL,CLT,4.108817934533607
3223,2020-01-01,AA,1718,ATL,CLT,0.3521010313651562
3224,2020-01-01,DL,2434,ATL,CLT,1.1581732082827014
3225,2020-01-01,DL,2585,ATL,CLT,5.389085742393012
3226,2020-01-01,DL,2899,ATL,CLT,3.0562463383321807
3239,2020-01-01,DL,5999,DTW,CLT,-1.628847553700214
3240,2020-01-01,AA,2427,DTW,CLT,-0.005031320764016014
3241,2020-01-01,DL,1142,DTW,CLT,1.0199923406177447
3242,2020-01-01,AA,642,DTW,CLT,1.1136973694928398
3243,2020-01-01,AA,1642,DTW,CLT,-0.5063946776961386
3244,2020-01-01,AA,5548,DTW,CLT,-1.5367122835549636
3245,2020-01-01,AA,5622,DTW,CLT,-7.265847253819949
3246,2020-01-01,AA,5646,DTW,CLT,-2.5488037912201635
3393,2020-01-01,AA,1871,LAX,CLT,105.1501343842541
3394,2020-01-01,AA,290,LAX,CLT,20.178259370046472
3395,2020-01-01,AA,1582,LAX,CLT,12.134149556010165
3396,2020-01-01,AA,1952,LAX,CLT,18.669568477558336
3397,2020-01-01,AA,1179,LAX,CLT,22.018930080732265
3398,2020-01-01,AA,1189,LAX,CLT,2.7479496932999066
3399,2020-01-01,AA,592,LAX,CLT,17.790307749193538
3484,2020-01-01,AA,894,MSP,CLT,2.556234465874441
3485,2020-01-01,AA,993,MSP,CLT,1.3886417715912887
3486,2020-01-01,DL,354,MSP,CLT,6.306710129502078
3487,2020-01-01,AA,2553,MSP,CLT,4.354518083570296
3488,2020-01-01,AA,830,LAS,CLT,0.759317302820258
3489,2020-01-01,AA,878,LAS,CLT,3.3023071616603348
3490,2020-01-01,AA,1895,LAS,CLT,0.8134932854633464
3491,2020-01-01,AA,1830,LAS,CLT,0.4169618978576993
3492,2020-01-01,F9,2146,LAS,CLT,-1.1125996221554817
3493,2020-01-01,AA,525,LAS,CLT,10.287123286335827
3494,2020-01-01,AA,80,EWR,CLT,2.0174202145560587
3495,2020-01-01,AA,2932,EWR,CLT,0.0065743652649180185
3496,2020-01-01,AA,1891,EWR,CLT,0.2991792718125327
3497,2020-01-01,AA,1380,EWR,CLT,2.3575017622664105
3498,2020-01-01,AA,1539,EWR,CLT,3.5174377229747154
3499,2020-01-01,NK,875,EWR,CLT,3.656360604920816
3500,2020-01-01,UA,3643,EWR,CLT,-1.1481218476066144
3501,2020-01-01,UA,3663,EWR,CLT,-4.8941303654478405
3502,2020-01-01,UA,4055,EWR,CLT,-0.1268590548323548
3503,2020-01-01,UA,4082,EWR,CLT,-1.1778651462234864
3504,2020-01-01,UA,4091,EWR,CLT,-1.6180467065193747
3505,2020-01-01,UA,4216,EWR,CLT,-0.09224400954185447
3506,2020-01-01,AA,2505,EWR,CLT,0.9630246616196111
3507,2020-01-01,AA,2666,EWR,CLT,1.7967749770638166
3508,2020-01-01,UA,5613,DEN,CLT,-0.49777781289115697
3509,2020-01-01,AA,1957,DEN,CLT,1.1337489380505394
3510,2020-01-01,AA,2008,DEN,CLT,4.128184639590047
3511,2020-01-01,UA,3642,DEN,CLT,-2.877011713843662
3512,2020-01-01,AA,1743,DEN,CLT,-0.0018456767832845155
3513,2020-01-01,AA,573,DEN,CLT,0.0837736139856436
3514,2020-01-01,AA,677,MCO,CLT,3.878382543073476
3515,2020-01-01,AA,971,MCO,CLT,7.001453866415128
3516,2020-01-01,AA,1896,MCO,CLT,4.223428783950671
3517,2020-01-01,AA,1939,MCO,CLT,3.368214093441799
3518,2020-01-01,NK,1102,MCO,CLT,6.054115773598287
3519,2020-01-01,AA,1559,MCO,CLT,3.4280942592132817
3520,2020-01-01,AA,1695,MCO,CLT,5.30730194193095
3521,2020-01-01,AA,1849,MCO,CLT,4.478226921143833
3522,2020-01-01,F9,1050,MCO,CLT,0.33207968609701255
3523,2020-01-01,AA,561,MCO,CLT,4.5751606581132345
3606,2020-01-01,WN,5024,PHX,DTW,55.475850397379084
3607,2020-01-01,AA,2104,PHX,DTW,21.70227012043827
3608,2020-01-01,DL,478,PHX,DTW,52.02347053380572
3609,2020-01-01,DL,1466,PHX,DTW,18.579539429759237
3610,2020-01-01,AA,1679,PHX,DTW,55.07518845760318
3611,2020-01-01,F9,2930,PHX,DTW,48.61472539296171
3612,2020-01-01,AA,2482,PHX,DTW,18.894581976926098
3640,2020-01-01,DL,523,SEA,DTW,2.802977672887717
3641,2020-01-01,DL,605,SEA,DTW,4.340381433307463
3642,2020-01-01,DL,736,SEA,DTW,0.943038598693413
3643,2020-01-01,AS,1792,SEA,DTW,0.9650842100868502
3644,2020-01-01,DL,2260,SEA,DTW,9.269513471239712
3645,2020-01-01,DL,546,SFO,DTW,18.135756583171954
3646,2020-01-01,DL,745,SFO,DTW,7.244322903743524
3647,2020-01-01,DL,854,SFO,DTW,4.461523273786782
3648,2020-01-01,UA,786,SFO,DTW,7.389312355232027
3666,2020-01-01,AA,4180,ORD,DTW,-1.8080498391394888
3667,2020-01-01,AA,4181,ORD,DTW,-3.9713608229727466
3668,2020-01-01,AA,2984,ORD,DTW,-1.435922751865139
3669,2020-01-01,AA,3023,ORD,DTW,0.1346619037753901
3672,2020-01-01,UA,5551,ORD,DTW,-3.525467884126245
3673,2020-01-01,UA,5642,ORD,DTW,0.8395075580041338
3674,2020-01-01,UA,5734,ORD,DTW,-0.19144871135381225
3675,2020-01-01,UA,1734,ORD,DTW,1.2939384562514475
3676,2020-01-01,DL,6033,ORD,DTW,-0.5546189746844367
3677,2020-01-01,DL,486,ORD,DTW,4.553641037670203
3678,2020-01-01,DL,626,ORD,DTW,2.368858897068104
3682,2020-01-01,UA,4665,ORD,DTW,0.5816918407171736
3683,2020-01-01,NK,1400,LGA,DTW,2.253014785446286
3684,2020-01-01,AA,4598,LGA,DTW,0.022546575538244754
3685,2020-01-01,AA,4699,LGA,DTW,-0.20153496980043153
3686,2020-01-01,AA,4708,LGA,DTW,-1.370048102114753
3689,2020-01-01,NK,475,LGA,DTW,5.872632320225382
3690,2020-01-01,DL,871,LGA,DTW,2.892148183407865
3692,2020-01-01,DL,2037,LGA,DTW,5.105638955963017
3693,2020-01-01,DL,2623,LGA,DTW,1.373162626794542
3694,2020-01-01,DL,2807,LGA,DTW,1.4597444808115834
3696,2020-01-01,AA,5081,CLT,DTW,-0.6010036156182965
3697,2020-01-01,AA,1120,CLT,DTW,0.6312139748849204
3698,2020-01-01,DL,1076,CLT,DTW,3.532686570807253
3699,2020-01-01,DL,1468,CLT,DTW,-0.48679062551979446
3700,2020-01-01,AA,642,CLT,DTW,0.7218339977237647
3701,2020-01-01,AA,1724,CLT,DTW,-0.8041669059619595
3702,2020-01-01,AA,5637,CLT,DTW,-3.7585215655257525
3703,2020-01-01,AA,5646,CLT,DTW,-2.865495201672259
3704,2020-01-01,UA,6080,IAH,DTW,4.016642276675724
3705,2020-01-01,DL,3573,IAH,DTW,-4.274418316508633
3706,2020-01-01,DL,3585,IAH,DTW,-2.109700797322605
3707,2020-01-01,UA,5324,IAH,DTW,-2.8532732214670857
3708,2020-01-01,UA,6112,IAH,DTW,8.545679338324026
3709,2020-01-01,NK,906,IAH,DTW,7.289781783061476
3710,2020-01-01,UA,4295,IAH,DTW,-1.8000473877403107
3738,2020-01-01,NK,768,ATL,DTW,0.9738036708227917
3739,2020-01-01,NK,770,ATL,DTW,11.019027534995944
3740,2020-01-01,DL,95,ATL,DTW,3.8445215309932808
3741,2020-01-01,DL,730,ATL,DTW,6.913118000901242
3742,2020-01-01,DL,732,ATL,DTW,1.7548393947149492
3743,2020-01-01,DL,991,ATL,DTW,3.145817945245275
3744,2020-01-01,DL,1204,ATL,DTW,-1.546986747644646
3745,2020-01-01,DL,1388,ATL,DTW,3.5166511125178896
3746,2020-01-01,DL,2244,ATL,DTW,3.646084228061131
3747,2020-01-01,DL,2601,ATL,DTW,8.21010583842258
3823,2020-01-01,NK,709,LAX,DTW,87.90424670118598
3824,2020-01-01,DL,1242,LAX,DTW,20.802980542195154
3825,2020-01-01,DL,1461,LAX,DTW,18.996653930082164
3826,2020-01-01,DL,1706,LAX,DTW,23.090548619980805
3827,2020-01-01,DL,2781,LAX,DTW,110.34636264942587
3828,2020-01-01,DL,2959,LAX,DTW,13.907917628699133
3840,2020-01-01,NK,1342,MSP,DTW,3.725836398307868
3841,2020-01-01,DL,464,MSP,DTW,4.125039697084941
3842,2020-01-01,DL,1476,MSP,DTW,2.706151905052415
3843,2020-01-01,DL,1488,MSP,DTW,4.252022955534093
3844,2020-01-01,DL,1669,MSP,DTW,2.488486013471839
3845,2020-01-01,NK,17,LAS,DTW,6.097625515727325
3846,2020-01-01,NK,1788,LAS,DTW,10.878143662862646
3847,2020-01-01,NK,188,LAS,DTW,2.646709905018276
3848,2020-01-01,NK,388,LAS,DTW,3.6748705113117257
3849,2020-01-01,DL,401,LAS,DTW,2.0084981852208217
3850,2020-01-01,DL,678,LAS,DTW,5.806443969805194
3851,2020-01-01,DL,865,LAS,DTW,2.5001668727585855
3852,2020-01-01,DL,1217,LAS,DTW,1.825605450890639
3853,2020-01-01,F9,2130,LAS,DTW,-0.717291334790536
3854,2020-01-01,DL,6185,EWR,DTW,0.46798313302663325
3855,2020-01-01,UA,3460,EWR,DTW,-3.241430880084602
3856,2020-01-01,UA,4005,EWR,DTW,-0.40936452141003843
3857,2020-01-01,UA,4285,EWR,DTW,-5.516919097323626
3858,2020-01-01,DL,2259,EWR,DTW,2.9783182596504787
3859,2020-01-01,DL,2908,EWR,DTW,2.8062309593719608
3860,2020-01-01,UA,4987,EWR,DTW,0.4452225624327166
3861,2020-01-01,UA,4964,EWR,DTW,0.531552840795789
3862,2020-01-01,UA,4928,EWR,DTW,2.1457318548516953
3863,2020-01-01,UA,4878,EWR,DTW,5.6790102409679255
3864,2020-01-01,NK,976,DEN,DTW,9.298619821972785
3865,2020-01-01,DL,500,DEN,DTW,0.6936196872991368
3866,2020-01-01,DL,1045,DEN,DTW,2.62826185333103
3867,2020-01-01,DL,1536,DEN,DTW,6.564823371440177
3868,2020-01-01,WN,3070,DEN,DTW,5.870863331400842
3869,2020-01-01,WN,4559,DEN,DTW,10.393599405918557
3870,2020-01-01,UA,831,DEN,DTW,4.582880513869519
3871,2020-01-01,UA,591,DEN,DTW,0.626488190578088
3872,2020-01-01,NK,118,MCO,DTW,7.540320756159641
3873,2020-01-01,NK,336,MCO,DTW,3.8494506211641317
3874,2020-01-01,NK,804,MCO,DTW,7.4013462087295725
3875,2020-01-01,NK,892,MCO,DTW,5.832291480469181
3876,2020-01-01,DL,877,MCO,DTW,6.1400864930072565
3877,2020-01-01,DL,1424,MCO,DTW,6.69043613614952
3878,2020-01-01,DL,1430,MCO,DTW,8.6451226379051
3879,2020-01-01,DL,2128,MCO,DTW,4.801513561073706
3880,2020-01-01,F9,2931,MCO,DTW,-1.5482959288565201
3881,2020-01-01,DL,2518,MCO,DTW,5.627173689965037
3934,2020-01-01,AA,842,PHX,IAH,55.829847195321335
3935,2020-01-01,UA,2421,PHX,IAH,20.288765469850695
3936,2020-01-01,UA,2355,PHX,IAH,19.877074165205894
3937,2020-01-01,AA,5730,PHX,IAH,21.989452733845024
3938,2020-01-01,AA,5879,PHX,IAH,18.23905744838436
3939,2020-01-01,AA,1562,PHX,IAH,19.135984377276436
3940,2020-01-01,UA,1131,PHX,IAH,46.49703467798772
3941,2020-01-01,UA,760,PHX,IAH,19.135984377276436
3991,2020-01-01,UA,2207,SEA,IAH,3.6384902685782223
3992,2020-01-01,UA,2112,SEA,IAH,9.105057122011626
3993,2020-01-01,UA,1867,SEA,IAH,4.006839856490311
3994,2020-01-01,AS,698,SEA,IAH,7.765984872887459
3995,2020-01-01,AS,700,SEA,IAH,6.524063423701575
3996,2020-01-01,UA,522,SEA,IAH,10.361579270356886
3997,2020-01-01,UA,443,SEA,IAH,9.167831598324547
3998,2020-01-01,UA,2405,SFO,IAH,20.138621428291188
3999,2020-01-01,UA,2345,SFO,IAH,10.322403169995477
4000,2020-01-01,UA,1958,SFO,IAH,20.936716759072173
4001,2020-01-01,UA,1735,SFO,IAH,19.772665824040445
4002,2020-01-01,UA,1615,SFO,IAH,19.443609600400826
4003,2020-01-01,UA,1422,SFO,IAH,10.272761094442941
4004,2020-01-01,UA,810,SFO,IAH,18.91957333260693
4005,2020-01-01,UA,540,SFO,IAH,18.357190102447998
4006,2020-01-01,UA,306,SFO,IAH,20.324275707459634
4007,2020-01-01,UA,285,SFO,IAH,22.342038711066685
4067,2020-01-01,AA,3978,ORD,IAH,4.766033603100765
4068,2020-01-01,UA,2116,ORD,IAH,14.316250141182309
4069,2020-01-01,UA,2043,ORD,IAH,3.449666504859985
4070,2020-01-01,UA,1989,ORD,IAH,10.09478716019
4071,2020-01-01,AA,1315,ORD,IAH,11.07177752007819
4072,2020-01-01,AA,1318,ORD,IAH,5.849611063393801
4073,2020-01-01,NK,295,ORD,IAH,9.267375514212047
4074,2020-01-01,NK,595,ORD,IAH,22.338511672074027
4081,2020-01-01,UA,1218,ORD,IAH,6.4277950433619
4082,2020-01-01,UA,1128,ORD,IAH,11.07202930260938
4083,2020-01-01,UA,1126,ORD,IAH,10.016892655571812
4084,2020-01-01,UA,1113,ORD,IAH,-0.12253929760428935
4085,2020-01-01,UA,374,ORD,IAH,9.827521448208504
4086,2020-01-01,UA,2098,LGA,IAH,16.82271592892981
4087,2020-01-01,UA,2078,LGA,IAH,10.71054180674611
4088,2020-01-01,UA,1973,LGA,IAH,15.181752181902482
4089,2020-01-01,UA,1926,LGA,IAH,10.006186587431149
4090,2020-01-01,UA,6359,LGA,IAH,17.60657417526103
4091,2020-01-01,DL,1359,LGA,IAH,10.946106626740338
4092,2020-01-01,UA,4427,LGA,IAH,8.069513148295908
4097,2020-01-01,UA,1167,LGA,IAH,6.028539851227089
4100,2020-01-01,UA,6013,CLT,IAH,19.69854762562556
4101,2020-01-01,UA,6192,CLT,IAH,15.297064279657855
4102,2020-01-01,AA,5204,CLT,IAH,6.50364104753658
4103,2020-01-01,AA,1152,CLT,IAH,8.809127208314107
4104,2020-01-01,UA,3592,CLT,IAH,4.842540416104167
4106,2020-01-01,AA,620,CLT,IAH,13.213115393741644
4107,2020-01-01,AA,1661,CLT,IAH,9.52545928704846
4108,2020-01-01,AA,529,CLT,IAH,-1.589681540256815
4109,2020-01-01,UA,896,CLT,IAH,-0.828430371811616
4171,2020-01-01,UA,6085,ATL,IAH,20.36153862658312
4172,2020-01-01,UA,6025,ATL,IAH,4.123888589746236
4173,2020-01-01,UA,6036,ATL,IAH,21.71214049144119
4174,2020-01-01,UA,5693,ATL,IAH,6.158871514958913
4175,2020-01-01,NK,363,ATL,IAH,9.492635605766473
4176,2020-01-01,DL,55,ATL,IAH,17.86521105641275
4177,2020-01-01,DL,869,ATL,IAH,-1.585453889962533
4179,2020-01-01,DL,976,ATL,IAH,8.746400140064129
4180,2020-01-01,DL,992,ATL,IAH,12.624041739784094
4183,2020-01-01,DL,1801,ATL,IAH,-1.7095659287851062
4184,2020-01-01,UA,3699,ATL,IAH,5.955624102505003
4192,2020-01-01,DL,2657,ATL,IAH,8.892531096261301
4193,2020-01-01,UA,244,ATL,IAH,20.39953270391142
4212,2020-01-01,UA,6056,DTW,IAH,13.568661574242812
4213,2020-01-01,UA,6097,DTW,IAH,19.6341743725608
4214,2020-01-01,UA,6172,DTW,IAH,19.803473703632523
4215,2020-01-01,DL,3590,DTW,IAH,-0.9019094982220223
4216,2020-01-01,DL,3763,DTW,IAH,5.1593585980455465
4217,2020-01-01,UA,6326,DTW,IAH,18.675721896491282
4218,2020-01-01,NK,939,DTW,IAH,22.03110769424016
4390,2020-01-01,UA,2361,LAX,IAH,23.63892754370081
4391,2020-01-01,UA,2359,LAX,IAH,21.550063130013854
4392,2020-01-01,UA,2353,LAX,IAH,5.502049309019482
4393,2020-01-01,UA,2181,LAX,IAH,87.35368233473291
4394,2020-01-01,UA,1991,LAX,IAH,122.25821226936125
4395,2020-01-01,UA,1990,LAX,IAH,63.073377136442815
4396,2020-01-01,UA,1981,LAX,IAH,24.49501784217513
4397,2020-01-01,UA,1977,LAX,IAH,24.757323397730683
4398,2020-01-01,NK,216,LAX,IAH,28.6600208932115
4399,2020-01-01,NK,326,LAX,IAH,124.8156561982142
4405,2020-01-01,AA,1638,LAX,IAH,17.493150553764977
4406,2020-01-01,AA,6093,LAX,IAH,13.612521145952915
4407,2020-01-01,AA,416,LAX,IAH,12.25888762331083
4408,2020-01-01,UA,1241,LAX,IAH,11.833439102468931
4409,2020-01-01,UA,1148,LAX,IAH,14.720188401373733
4410,2020-01-01,UA,494,LAX,IAH,121.65666971999886
4443,2020-01-01,DL,3916,MSP,IAH,7.437545807522437
4444,2020-01-01,UA,6034,MSP,IAH,14.355324833099823
4445,2020-01-01,DL,1251,MSP,IAH,14.853109899874983
4446,2020-01-01,UA,3666,MSP,IAH,9.288876040008201
4447,2020-01-01,UA,4315,MSP,IAH,4.368617847937187
4449,2020-01-01,UA,2289,LAS,IAH,19.592236329321324
4450,2020-01-01,UA,2277,LAS,IAH,24.92446745510577
4451,2020-01-01,UA,2276,LAS,IAH,21.61903035597069
4452,2020-01-01,UA,1954,LAS,IAH,20.131929678473064
4453,2020-01-01,UA,1872,LAS,IAH,5.958843048518219
4454,2020-01-01,NK,292,LAS,IAH,9.35891361349679
4455,2020-01-01,NK,680,LAS,IAH,38.439391020979855
4461,2020-01-01,UA,1179,LAS,IAH,20.52352703430517
4462,2020-01-01,UA,2368,EWR,IAH,9.523092708084715
4463,2020-01-01,UA,2037,EWR,IAH,1.1107029337369299
4464,2020-01-01,UA,1886,EWR,IAH,19.3660903078357
4465,2020-01-01,UA,1534,EWR,IAH,10.656420943819908
4466,2020-01-01,NK,703,EWR,IAH,25.285262234807178
4467,2020-01-01,UA,1002,EWR,IAH,9.403127642978628
4468,2020-01-01,UA,687,EWR,IAH,9.81167346156063
4469,2020-01-01,UA,663,EWR,IAH,14.129469786258449
4470,2020-01-01,UA,607,EWR,IAH,8.737598993404193
4471,2020-01-01,UA,355,EWR,IAH,9.033765137225028
4472,2020-01-01,UA,341,EWR,IAH,5.991967162627937
4473,2020-01-01,NK,156,DEN,IAH,20.747517902117742
4474,2020-01-01,UA,2028,DEN,IAH,8.983229139568769
4475,2020-01-01,UA,1975,DEN,IAH,1.637593229526303
4476,2020-01-01,UA,1880,DEN,IAH,9.321633962133587
4477,2020-01-01,UA,1864,DEN,IAH,16.313439018231144
4478,2020-01-01,NK,906,DEN,IAH,25.02128091324701
4485,2020-01-01,F9,242,DEN,IAH,1.9384668612432543
4486,2020-01-01,UA,1192,DEN,IAH,0.7695176568264287
4487,2020-01-01,UA,1184,DEN,IAH,10.411493018916763
4488,2020-01-01,UA,1103,DEN,IAH,15.94355136996036
4489,2020-01-01,UA,895,DEN,IAH,15.037430539901095
4490,2020-01-01,UA,825,DEN,IAH,14.686539525385854
4491,2020-01-01,UA,545,DEN,IAH,10.191488162093176
4492,2020-01-01,UA,489,DEN,IAH,10.787386746534175
4493,2020-01-01,UA,313,DEN,IAH,10.933727030315604
4494,2020-01-01,NK,199,MCO,IAH,26.913853414788605
4495,2020-01-01,UA,2425,MCO,IAH,12.171407031643419
4496,2020-01-01,UA,2403,MCO,IAH,11.358366611200486
4497,2020-01-01,UA,2399,MCO,IAH,22.570959941195483
4498,2020-01-01,UA,2152,MCO,IAH,11.249496645587456
4499,2020-01-01,UA,1788,MCO,IAH,14.605960466265573
4500,2020-01-01,UA,1768,MCO,IAH,15.979511021975966
4501,2020-01-01,NK,713,MCO,IAH,25.410851567917444
4502,2020-01-01,NK,715,MCO,IAH,5.141208269488478
4507,2020-01-01,UA,991,MCO,IAH,3.7243047669460823
5029,2020-01-01,WN,3947,PHX,ATL,51.668020312689094
5030,2020-01-01,WN,5044,PHX,ATL,5.5495835225466745
5031,2020-01-01,WN,5676,PHX,ATL,16.953693245924384
5032,2020-01-01,AA,721,PHX,ATL,16.604989900503437
5033,2020-01-01,DL,1772,PHX,ATL,17.746790128208765
5034,2020-01-01,AA,462,PHX,ATL,54.93055907128902
5035,2020-01-01,DL,2354,PHX,ATL,55.15479419033663
5036,2020-01-01,DL,2663,PHX,ATL,5.876979857506862
5100,2020-01-01,DL,962,SEA,ATL,7.117816122829834
5101,2020-01-01,DL,1270,SEA,ATL,3.9546010730009384
5102,2020-01-01,DL,1411,SEA,ATL,0.263739402954614
5103,2020-01-01,DL,1595,SEA,ATL,2.645815749765622
5104,2020-01-01,DL,1870,SEA,ATL,0.8878776868930787
5105,2020-01-01,DL,2166,SEA,ATL,0.2679709819361867
5106,2020-01-01,AS,746,SEA,ATL,0.0005251172403284654
5107,2020-01-01,AS,750,SEA,ATL,4.408038968025496
5108,2020-01-01,UA,1554,SFO,ATL,7.503980347370608
5109,2020-01-01,DL,1117,SFO,ATL,4.08305269704399
5110,2020-01-01,DL,1210,SFO,ATL,3.710263988747505
5111,2020-01-01,DL,1400,SFO,ATL,7.038914999750447
5112,2020-01-01,DL,1530,SFO,ATL,6.386153517625275
5113,2020-01-01,F9,1514,SFO,ATL,-1.8618172415210734
5114,2020-01-01,DL,2253,SFO,ATL,13.882100193065003
5115,2020-01-01,DL,2317,SFO,ATL,9.737609148504202
5116,2020-01-01,UA,575,SFO,ATL,5.4361572296727365
5166,2020-01-01,AA,4154,ORD,ATL,-0.22236652084287775
5167,2020-01-01,NK,1446,ORD,ATL,3.080653721372218
5168,2020-01-01,DL,812,ORD,ATL,3.4251625054047894
5169,2020-01-01,DL,972,ORD,ATL,5.791643532938095
5170,2020-01-01,DL,977,ORD,ATL,4.579177599188396
5172,2020-01-01,DL,1958,ORD,ATL,1.774211562835168
5173,2020-01-01,DL,2012,ORD,ATL,6.599520854230041
5175,2020-01-01,UA,3519,ORD,ATL,-1.6295273242562687
5182,2020-01-01,AA,3521,ORD,ATL,-3.7290373396271277
5183,2020-01-01,AA,2366,ORD,ATL,-0.5887144247379581
5184,2020-01-01,AA,2385,ORD,ATL,0.692574221426791
5186,2020-01-01,DL,2809,ORD,ATL,2.3631479498840533
5187,2020-01-01,UA,1155,ORD,ATL,7.177607814887814
5188,2020-01-01,UA,305,ORD,ATL,2.503939994314695
5189,2020-01-01,UA,4566,ORD,ATL,1.427811419426223
5190,2020-01-01,UA,4495,ORD,ATL,3.611153795236397
5191,2020-01-01,AA,4665,LGA,ATL,-0.45412150171207216
5192,2020-01-01,AA,235,LGA,ATL,1.1262875293261219
5193,2020-01-01,AA,2043,LGA,ATL,4.96921867211337
5194,2020-01-01,DL,1346,LGA,ATL,1.0409413109422372
5195,2020-01-01,DL,1447,LGA,ATL,3.4155071844311164
5196,2020-01-01,DL,1539,LGA,ATL,6.409299647760597
5197,2020-01-01,DL,1842,LGA,ATL,4.085202781007082
